/home/andrew/Documents/docs/2-resolver-problema/process-mining/prescriptive-process-monitoring/timing-explanations-pspm/.venv/lib/python3.14/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Loading env from data/ready_to_use_adaptive_bpic2017.csv ...
Training PPO for 300,000 timesteps (seed=42) ...
Using cuda device
Wrapping the env in a DummyVecEnv.
---------------------------------
| rollout/           |          |
|    ep_rew_mean          | 163          |
| time/                   |              |
|    fps                  | 235          |
|    iterations           | 5            |
|    time_elapsed         | 10           |
|    total_timesteps      | 2560         |
| train/                  |              |
|    approx_kl            | 0.0013513498 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.47        |
|    explained_variance   | -6.68e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 2.79e+04     |
|    n_updates            | 20           |
|    policy_gradient_loss | -0.0106      |
|    value_loss           | 5.74e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 6.08          |
|    ep_rew_mean          | 192           |
| time/                   |               |
|    fps                  | 238           |
|    iterations           | 6             |
|    time_elapsed         | 12            |
|    total_timesteps      | 3072          |
| train/                  |               |
|    approx_kl            | 0.00091613317 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.439        |
|    explained_variance   | -4.41e-05     |
|    learning_rate        | 0.0003        |
|    loss                 | 2.23e+04      |
|    n_updates            | 25            |
|    policy_gradient_loss | -0.0116       |
|    value_loss           | 5.87e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 6.61          |
|    ep_rew_mean          | 221           |
| time/                   |               |
|    fps                  | 241           |
|    iterations           | 7             |
|    time_elapsed         | 14            |
|    total_timesteps      | 3584          |
| train/                  |               |
|    approx_kl            | 0.00071025116 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.412        |
|    explained_variance   | 0.000176      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.33e+04      |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.00937      |
|    value_loss           | 7.04e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 6.56         |
|    ep_rew_mean          | 216          |
| time/                   |              |
|    fps                  | 243          |
|    iterations           | 8            |
|    time_elapsed         | 16           |
|    total_timesteps      | 4096         |
| train/                  |              |
|    approx_kl            | 0.0003646498 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.39        |
|    explained_variance   | 0.000152     |
|    learning_rate        | 0.0003       |
|    loss                 | 3.49e+04     |
|    n_updates            | 35           |
|    policy_gradient_loss | -0.00596     |
|    value_loss           | 9.23e+04     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 7.48          |
|    ep_rew_mean          | 295           |
| time/                   |               |
|    fps                  | 242           |
|    iterations           | 9             |
|    time_elapsed         | 19            |
|    total_timesteps      | 4608          |
| train/                  |               |
|    approx_kl            | 0.00046029466 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.37         |
|    explained_variance   | 0.000138      |
|    learning_rate        | 0.0003        |
|    loss                 | 4.5e+04       |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.0061       |
|    value_loss           | 9.26e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 8.93         |
|    ep_rew_mean          | 372          |
| time/                   |              |
|    fps                  | 243          |
|    iterations           | 10           |
|    time_elapsed         | 21           |
|    total_timesteps      | 5120         |
| train/                  |              |
|    approx_kl            | 0.0001988574 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.351       |
|    explained_variance   | 6.64e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 6.94e+04     |
|    n_updates            | 45           |
|    policy_gradient_loss | -0.004       |
|    value_loss           | 1.48e+05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 8.92          |
|    ep_rew_mean          | 366           |
| time/                   |               |
|    fps                  | 244           |
|    iterations           | 11            |
|    time_elapsed         | 23            |
|    total_timesteps      | 5632          |
| train/                  |               |
|    approx_kl            | 0.00024486263 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.338        |
|    explained_variance   | 6.09e-05      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.26e+04      |
|    n_updates            | 50            |
|    policy_gradient_loss | -0.0049       |
|    value_loss           | 9.57e+04      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 8.87         |
|    ep_rew_mean          | 332          |
| time/                   |              |
|    fps                  | 245          |
|    iterations           | 12           |
|    time_elapsed         | 25           |
|    total_timesteps      | 6144         |
| train/                  |              |
|    approx_kl            | 0.0002753142 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.32        |
|    explained_variance   | 2.46e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 5.72e+04     |
|    n_updates            | 55           |
|    policy_gradient_loss | -0.00534     |
|    value_loss           | 1.28e+05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 10.1          |
|    ep_rew_mean          | 394           |
| time/                   |               |
|    fps                  | 247           |
|    iterations           | 13            |
|    time_elapsed         | 26            |
|    total_timesteps      | 6656          |
| train/                  |               |
|    approx_kl            | 0.00023731345 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.305        |
|    explained_variance   | -9.3e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 7.17e+04      |
|    n_updates            | 60            |
|    policy_gradient_loss | -0.00308      |
|    value_loss           | 1.52e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 11.5          |
|    ep_rew_mean          | 496           |
| time/                   |               |
|    fps                  | 248           |
|    iterations           | 14            |
|    time_elapsed         | 28            |
|    total_timesteps      | 7168          |
| train/                  |               |
|    approx_kl            | 9.8417164e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.29         |
|    explained_variance   | -2.38e-05     |
|    learning_rate        | 0.0003        |
|    loss                 | 9.17e+04      |
|    n_updates            | 65            |
|    policy_gradient_loss | -0.00332      |
|    value_loss           | 1.62e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 11.7          |
|    ep_rew_mean          | 459           |
| time/                   |               |
|    fps                  | 249           |
|    iterations           | 15            |
|    time_elapsed         | 30            |
|    total_timesteps      | 7680          |
| train/                  |               |
|    approx_kl            | 0.00012703007 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.279        |
|    explained_variance   | 2.38e-07      |
|    learning_rate        | 0.0003        |
|    loss                 | 7.32e+04      |
|    n_updates            | 70            |
|    policy_gradient_loss | -0.00352      |
|    value_loss           | 1.48e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 10.6          |
|    ep_rew_mean          | 381           |
| time/                   |               |
|    fps                  | 250           |
|    iterations           | 16            |
|    time_elapsed         | 32            |
|    total_timesteps      | 8192          |
| train/                  |               |
|    approx_kl            | 0.00013555796 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.268        |
|    explained_variance   | 8.58e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 8.99e+04      |
|    n_updates            | 75            |
|    policy_gradient_loss | -0.0015       |
|    value_loss           | 1.81e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 11.4          |
|    ep_rew_mean          | 482           |
| time/                   |               |
|    fps                  | 251           |
|    iterations           | 17            |
|    time_elapsed         | 34            |
|    total_timesteps      | 8704          |
| train/                  |               |
|    approx_kl            | 0.00014031935 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.257        |
|    explained_variance   | 2.98e-05      |
|    learning_rate        | 0.0003        |
|    loss                 | 8.6e+04       |
|    n_updates            | 80            |
|    policy_gradient_loss | -0.00276      |
|    value_loss           | 2.05e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 13            |
|    ep_rew_mean          | 603           |
| time/                   |               |
|    fps                  | 252           |
|    iterations           | 18            |
|    time_elapsed         | 36            |
|    total_timesteps      | 9216          |
| train/                  |               |
|    approx_kl            | 0.00010758301 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.245        |
|    explained_variance   | 8.88e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 7.03e+04      |
|    n_updates            | 85            |
|    policy_gradient_loss | -0.00319      |
|    value_loss           | 1.58e+05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.9         |
|    ep_rew_mean          | 690          |
| time/                   |              |
|    fps                  | 253          |
|    iterations           | 19           |
|    time_elapsed         | 38           |
|    total_timesteps      | 9728         |
| train/                  |              |
|    approx_kl            | 4.846463e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.235       |
|    explained_variance   | 1.16e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 1.44e+05     |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00182     |
|    value_loss           | 2.9e+05      |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 15.6          |
|    ep_rew_mean          | 761           |
| time/                   |               |
|    fps                  | 253           |
|    iterations           | 20            |
|    time_elapsed         | 40            |
|    total_timesteps      | 10240         |
| train/                  |               |
|    approx_kl            | 5.2133924e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.228        |
|    explained_variance   | -9.66e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 9.61e+04      |
|    n_updates            | 95            |
|    policy_gradient_loss | -0.00199      |
|    value_loss           | 1.95e+05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.3         |
|    ep_rew_mean          | 616          |
| time/                   |              |
|    fps                  | 254          |
|    iterations           | 21           |
|    time_elapsed         | 42           |
|    total_timesteps      | 10752        |
| train/                  |              |
|    approx_kl            | 4.931295e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.219       |
|    explained_variance   | -7.51e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.06e+05     |
|    n_updates            | 100          |
|    policy_gradient_loss | -0.00199     |
|    value_loss           | 2.16e+05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.9         |
|    ep_rew_mean          | 575          |
| time/                   |              |
|    fps                  | 255          |
|    iterations           | 22           |
|    time_elapsed         | 44           |
|    total_timesteps      | 11264        |
| train/                  |              |
|    approx_kl            | 8.187303e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.213       |
|    explained_variance   | 1.6e-05      |
|    learning_rate        | 0.0003       |
|    loss                 | 1.06e+05     |
|    n_updates            | 105          |
|    policy_gradient_loss | -0.00159     |
|    value_loss           | 2.13e+05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.7         |
|    ep_rew_mean          | 630          |
| time/                   |              |
|    fps                  | 256          |
|    iterations           | 23           |
|    time_elapsed         | 45           |
|    total_timesteps      | 11776        |
| train/                  |              |
|    approx_kl            | 8.871069e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.203       |
|    explained_variance   | 4.17e-07     |
|    learning_rate        | 0.0003       |
|    loss                 | 7.4e+04      |
|    n_updates            | 110          |
|    policy_gradient_loss | -0.00257     |
|    value_loss           | 1.67e+05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16           |
|    ep_rew_mean          | 650          |
| time/                   |              |
|    fps                  | 257          |
|    iterations           | 24           |
|    time_elapsed         | 47           |
|    total_timesteps      | 12288        |
| train/                  |              |
|    approx_kl            | 5.180214e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.194       |
|    explained_variance   | -1.86e-05    |
|    learning_rate        | 0.0003       |
|    loss                 | 7.66e+04     |
|    n_updates            | 115          |
|    policy_gradient_loss | -0.00213     |
|    value_loss           | 2.11e+05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17           |
|    ep_rew_mean          | 743          |
| time/                   |              |
|    fps                  | 258          |
|    iterations           | 25           |
|    time_elapsed         | 49           |
|    total_timesteps      | 12800        |
| train/                  |              |
|    approx_kl            | 4.480558e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.187       |
|    explained_variance   | 5.3e-06      |
|    learning_rate        | 0.0003       |
|    loss                 | 1.28e+05     |
|    n_updates            | 120          |
|    policy_gradient_loss | -0.00101     |
|    value_loss           | 2.59e+05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 17.8          |
|    ep_rew_mean          | 846           |
| time/                   |               |
|    fps                  | 259           |
|    iterations           | 26            |
|    time_elapsed         | 51            |
|    total_timesteps      | 13312         |
| train/                  |               |
|    approx_kl            | 1.9440544e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.182        |
|    explained_variance   | 1.91e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.91e+05      |
|    n_updates            | 125           |
|    policy_gradient_loss | -0.00114      |
|    value_loss           | 3.73e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 18.8          |
|    ep_rew_mean          | 909           |
| time/                   |               |
|    fps                  | 259           |
|    iterations           | 27            |
|    time_elapsed         | 53            |
|    total_timesteps      | 13824         |
| train/                  |               |
|    approx_kl            | 1.9042753e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.177        |
|    explained_variance   | 1.67e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.7e+05       |
|    n_updates            | 130           |
|    policy_gradient_loss | -0.00101      |
|    value_loss           | 3.14e+05      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 19          |
|    ep_rew_mean          | 953         |
| time/                   |             |
|    fps                  | 260         |
|    iterations           | 28          |
|    time_elapsed         | 55          |
|    total_timesteps      | 14336       |
| train/                  |             |
|    approx_kl            | 6.48594e-05 |
|    clip_fraction        | 0           |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.172      |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.29e+05    |
|    n_updates            | 135         |
|    policy_gradient_loss | -0.00222    |
|    value_loss           | 2.33e+05    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.8         |
|    ep_rew_mean          | 971          |
| time/                   |              |
|    fps                  | 261          |
|    iterations           | 29           |
|    time_elapsed         | 56           |
|    total_timesteps      | 14848        |
| train/                  |              |
|    approx_kl            | 5.019817e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.165       |
|    explained_variance   | 1.32e-05     |
|    learning_rate        | 0.0003       |
|    loss                 | 8.82e+04     |
|    n_updates            | 140          |
|    policy_gradient_loss | -0.00188     |
|    value_loss           | 1.87e+05     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.8         |
|    ep_rew_mean          | 942          |
| time/                   |              |
|    fps                  | 261          |
|    iterations           | 30           |
|    time_elapsed         | 58           |
|    total_timesteps      | 15360        |
| train/                  |              |
|    approx_kl            | 1.646299e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.158       |
|    explained_variance   | 2.5e-06      |
|    learning_rate        | 0.0003       |
|    loss                 | 1.63e+05     |
|    n_updates            | 145          |
|    policy_gradient_loss | -0.000961    |
|    value_loss           | 4.62e+05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 19.6          |
|    ep_rew_mean          | 925           |
| time/                   |               |
|    fps                  | 262           |
|    iterations           | 31            |
|    time_elapsed         | 60            |
|    total_timesteps      | 15872         |
| train/                  |               |
|    approx_kl            | 3.3162185e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.154        |
|    explained_variance   | -3.58e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.14e+05      |
|    n_updates            | 150           |
|    policy_gradient_loss | -0.00129      |
|    value_loss           | 2.42e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 18.8          |
|    ep_rew_mean          | 848           |
| time/                   |               |
|    fps                  | 262           |
|    iterations           | 32            |
|    time_elapsed         | 62            |
|    total_timesteps      | 16384         |
| train/                  |               |
|    approx_kl            | 1.8853345e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.149        |
|    explained_variance   | 4.83e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.43e+05      |
|    n_updates            | 155           |
|    policy_gradient_loss | -0.000646     |
|    value_loss           | 2.36e+05      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.4         |
|    ep_rew_mean          | 826          |
| time/                   |              |
|    fps                  | 262          |
|    iterations           | 33           |
|    time_elapsed         | 64           |
|    total_timesteps      | 16896        |
| train/                  |              |
|    approx_kl            | 1.939945e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.145       |
|    explained_variance   | -1.67e-06    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.76e+05     |
|    n_updates            | 160          |
|    policy_gradient_loss | -0.000862    |
|    value_loss           | 3.28e+05     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 20.1          |
|    ep_rew_mean          | 864           |
| time/                   |               |
|    fps                  | 263           |
|    iterations           | 34            |
|    time_elapsed         | 66            |
|    total_timesteps      | 17408         |
| train/                  |               |
|    approx_kl            | 2.7518603e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.14         |
|    explained_variance   | 1.73e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 9.89e+04      |
|    n_updates            | 165           |
|    policy_gradient_loss | -0.000816     |
|    value_loss           | 2.86e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 20.7          |
|    ep_rew_mean          | 940           |
| time/                   |               |
|    fps                  | 263           |
|    iterations           | 35            |
|    time_elapsed         | 68            |
|    total_timesteps      | 17920         |
| train/                  |               |
|    approx_kl            | 1.9403873e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.135        |
|    explained_variance   | -4.89e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.25e+05      |
|    n_updates            | 170           |
|    policy_gradient_loss | -0.00105      |
|    value_loss           | 2.73e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 20.1          |
|    ep_rew_mean          | 910           |
| time/                   |               |
|    fps                  | 263           |
|    iterations           | 36            |
|    time_elapsed         | 69            |
|    total_timesteps      | 18432         |
| train/                  |               |
|    approx_kl            | 2.1303305e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.131        |
|    explained_variance   | -1e-05        |
|    learning_rate        | 0.0003        |
|    loss                 | 1.19e+05      |
|    n_updates            | 175           |
|    policy_gradient_loss | -0.00119      |
|    value_loss           | 2.67e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 21.6          |
|    ep_rew_mean          | 1.05e+03      |
| time/                   |               |
|    fps                  | 263           |
|    iterations           | 37            |
|    time_elapsed         | 71            |
|    total_timesteps      | 18944         |
| train/                  |               |
|    approx_kl            | 0.00011476618 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.126        |
|    explained_variance   | 4.59e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 7.89e+04      |
|    n_updates            | 180           |
|    policy_gradient_loss | -0.00278      |
|    value_loss           | 1.73e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 21.4          |
|    ep_rew_mean          | 1.07e+03      |
| time/                   |               |
|    fps                  | 263           |
|    iterations           | 38            |
|    time_elapsed         | 73            |
|    total_timesteps      | 19456         |
| train/                  |               |
|    approx_kl            | 2.0000502e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.118        |
|    explained_variance   | -3.81e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.69e+05      |
|    n_updates            | 185           |
|    policy_gradient_loss | -0.00107      |
|    value_loss           | 3.81e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 22.3          |
|    ep_rew_mean          | 1.16e+03      |
| time/                   |               |
|    fps                  | 264           |
|    iterations           | 39            |
|    time_elapsed         | 75            |
|    total_timesteps      | 19968         |
| train/                  |               |
|    approx_kl            | 1.2073549e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.116        |
|    explained_variance   | -4.29e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.56e+05      |
|    n_updates            | 190           |
|    policy_gradient_loss | -0.000745     |
|    value_loss           | 3.67e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 22.8          |
|    ep_rew_mean          | 1.21e+03      |
| time/                   |               |
|    fps                  | 264           |
|    iterations           | 40            |
|    time_elapsed         | 77            |
|    total_timesteps      | 20480         |
| train/                  |               |
|    approx_kl            | 2.2884924e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.113        |
|    explained_variance   | -8.7e-06      |
|    learning_rate        | 0.0003        |
|    loss                 | 1.95e+05      |
|    n_updates            | 195           |
|    policy_gradient_loss | -0.00028      |
|    value_loss           | 3.73e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.1          |
|    ep_rew_mean          | 1.32e+03      |
| time/                   |               |
|    fps                  | 264           |
|    iterations           | 41            |
|    time_elapsed         | 79            |
|    total_timesteps      | 20992         |
| train/                  |               |
|    approx_kl            | 2.3334636e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.11         |
|    explained_variance   | -4.17e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.24e+05      |
|    n_updates            | 200           |
|    policy_gradient_loss | -0.000908     |
|    value_loss           | 2.35e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.5          |
|    ep_rew_mean          | 1.34e+03      |
| time/                   |               |
|    fps                  | 265           |
|    iterations           | 42            |
|    time_elapsed         | 81            |
|    total_timesteps      | 21504         |
| train/                  |               |
|    approx_kl            | 1.2535602e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.106        |
|    explained_variance   | -9.06e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.53e+05      |
|    n_updates            | 205           |
|    policy_gradient_loss | -0.00079      |
|    value_loss           | 2.77e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.3          |
|    ep_rew_mean          | 1.29e+03      |
| time/                   |               |
|    fps                  | 265           |
|    iterations           | 43            |
|    time_elapsed         | 82            |
|    total_timesteps      | 22016         |
| train/                  |               |
|    approx_kl            | 1.2649689e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.103        |
|    explained_variance   | -9.42e-06     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.32e+05      |
|    n_updates            | 210           |
|    policy_gradient_loss | -0.000174     |
|    value_loss           | 3.37e+05      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 25.6          |
|    ep_rew_mean          | 1.24e+03      |
| time/                   |               |
|    fps                  | 265           |
|    iterations           | 44            |
|    time_elapsed         | 84            |
|    total_timesteps      | 22528         |
| train/                  |               |
|    approx_kl            | 2.2127759e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.102        |
|    explained_variance   | -8.34e-07     |
|    learning_rate        | 0.0003        |
|    loss                 | 1.61e+05      |
